x_lambert,y_lambert,nfi_plot,loc_id,meas_date,meas_num,plot_completion,incomp_reason,province,ecozone,prov_eco_type,prov_eco_ref,utm_zone,slope,aspect,elevation,land_base,land_cover,land_pos,plotvol_falllive,veg_type,density_cl,stand_stru,succ_stage,wetland_class,user_info,ec_region,ec_district,plotvol_standlive,plotvol_standdead,plotvol_smtr_live,plotvol_smtr_dead,grossvol_incr,grossvol_mai,plotvol_stump,plotbio_stump,plotbio_smstump,plotbio_lgtr_live,plotbio_lgtr_dead,plotbio_smtr_live,plotbio_smtr_dead,plotbio_lgshrub_live,plotbio_lgshrub_dead,plotvol_oddwd,plotbio_smshrub,plotbio_herb,plotbio_bryo,plotbio_fwd,plotvol_swd,plotbio_swd,plotvol_cwd,plotbio_cwd,plotvol_roundwd,plotbio_roundwd,plotbio_oddwd,sample_depth_min,sample_depth_org,cc_for_floor_8mm,cc_for_floor_total,cc_min0_15,cc_min15_35,cc_min35_55,cc_organic0_15_8mm,cc_organic0_15_total,cc_organic15_35_8mm,cc_organic15_35_total,cc_organic35_55_8mm,cc_organic35_55_total,avg_org_carb,avg_bulk_density_org,ECOPROVINC,ECOZONE_2,ZONE_NAME
7213343.053,1608945.482,1101816,0,2006-AUG-06,0,N,NR,QC,6,NA,-1,18,2,999,265,V,T,U,0,TC,DE,SNGL,ES,U,EstablishedorRemeasuredPlotin2006,96,401,0,0,3.72,0.65,NA,NA,5.23,1.6,NA,0,0,6.38,0.56,NA,NA,0,3.3,0.16,3.23,0.8,5.62,1.63,14.07,3.55,14.07,3.55,0,50,NA,73.4,77.9,53.9,38.1,4.1,NA,NA,NA,NA,NA,NA,423.15,0.07,6.2,6,Boreal Shield
7212834.672,1605920.343,1101816,1,2013-OCT-06,0,F,NA,QC,6,(FO) (MEL- EPN- SAL) (AUR) (ME16),19,18,1,999,280,V,T,U,0,TM,DE,COMP,ES,N,L'ORIGINE DU COUVERT (VEG_ORI) EST ISSUE D'UNE COUPE TOTALE DATANT DE 1992.,NA,NA,2.95,0.39,31.88,0.41,NA,0.21,4.14,1.22,0.06,2.37,0.21,37.71,0.45,0,0,0,1.71,0.1,0.44,0.84,6.36,2.71,0,0,0,0,0,55,NA,35.8,56,64.6,62.4,11.1,NA,NA,NA,NA,NA,NA,379.8,0.08,6.2,6,Boreal Shield
7247286.151,1595887.155,1101826,0,1997-JUL-15,0,N,NR,QC,6,NA,-1,18,2,999,275,V,T,U,0,TB,OP,SNGL,ES,U,QC_MRNF-PSPConverted,-1,-1,14.53,0,NA,NA,NA,0.73,NA,NA,NA,9.88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,6,Boreal Shield
7248478.832,1588095.265,1101826,1,2013-AUG-06,0,F,NA,QC,6,(FO) (AUR) (AUR) (MS26),19,18,1,999,285,V,T,U,8.6,TB,DE,SNGL,ES,N,L'ORIGINE DU COUVERT (VEG_ORI) EST ISSUE D'UNE COMBINAISON DE CHABLIS (VENT) ET DE D�P�RISSEMENT TOTAL CAUS� PAR LA PROXIMIT� DE LA COUPE TOTALE.,NA,NA,23.68,5.98,27.96,1.45,NA,1.74,6.82,2.09,0.09,22,2.87,25.06,1.37,0,0,47,0.72,0.44,0.11,1.64,12.66,6.71,183.51,69.03,136.51,44.35,24.68,NA,NA,34.6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.95,0.34,6.2,6,Boreal Shield
7266317.107,1579193.409,1101831,0,2006-AUG-09,0,N,NR,QC,6,NA,-1,18,2,999,270,V,T,U,0,TC,DE,SNGL,ES,U,EstablishedorRemeasuredPlotin2006,96,401,71.91,8.37,9.47,0,NA,NA,0.18,0.06,NA,49.03,4.54,12.05,0.01,NA,NA,0,3.48,0.25,1.43,0.85,5.62,2.82,35.13,14.74,35.13,14.74,0,30,NA,149.1,154.3,112.7,29.1,NA,NA,NA,NA,NA,NA,NA,406.21,0.16,6.2,6,Boreal Shield
7266313.563,1579187.296,1101831,0,2013-AUG-10,1,F,NA,QC,6,(FC) (EPN- SAB) (AUR- SPS) (RS38),19,18,2,999,273,V,T,W,0,TC,DE,SNGL,ES,F,L'ORIGINE DU COUVERT (VEG_ORI) EST ISSUE D'UN D�P�RISSEMENT DES ARBRES PR�SENT M�ME AVANT L'AV�NEMENT DE LA COUPE ET IL S'EST AGGRAV� PAR LA SUITE. COMBIN� EN PLUS � UN CHABLIS PARTIEL (VENT) D�E � LA PROXIMIT� DE LA COUPE TOTALE.,NA,NA,15.38,14.02,15.73,2.62,NA,1.01,2.84,0.81,0.24,11.31,8.24,21.41,1.61,0,0,37.36,5.33,0.37,1.61,3.28,12.96,6.9,64,30.1,26.64,10.48,19.62,NA,21,NA,NA,NA,NA,NA,23.5,26,24.7,25.6,NA,NA,445.2,0.06,6.2,6,Boreal Shield
7239563.592,1570260.259,1108706,0,2006-AUG-07,0,N,NR,QC,6,NA,-1,18,1,999,280,V,T,U,0,TC,DE,COMP,ES,U,EstablishedorRemeasuredPlotin2006,96,401,0,39.84,0.43,11.01,NA,NA,13.4,4.08,NA,0,21.64,1.08,7.14,NA,NA,0,2.64,0.04,2.53,0.31,3.89,1.26,58.82,18,58.82,18,0,30,NA,68,78.5,72.8,50.4,NA,NA,NA,NA,NA,NA,NA,471.49,0.04,6.2,6,Boreal Shield
7239562.371,1570260.969,1108706,0,2014-JUL-15,1,F,NA,QC,6,(HE) (ND) (X01-GRS-CAX) (RS38),13,18,1,999,283,V,N,W,0,HG,SP,NA,ES,M,L'ORIGINE PREMI�RE DU COUVERT (VEG_ORI) EST ISSUE DE LA MONT�E DE LA NAPPE PHR�ATIQUE CAUS� PAR L'INOND� DE CASTOR DATANT DE 2008. IMPOSSIBLE DE TENDRE LE TRANSECT 2B CAR LE NIVEAU D'EAU EST TROP �LEV� � 15M. DE PLUS IL N'Y AVAIT AUCUNE BIOMASSE DA,NA,NA,0,23.32,0,4.74,NA,NA,10.38,3.75,0.89,0,11.8,0,4.94,0,0,0,0,0.06,0.03,1.61,4.93,2.59,3.87,1.33,3.87,1.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.2,NA,6.2,6,Boreal Shield
7295682.356,1544544.48,1108721,0,1992-AUG-03,0,N,NR,QC,6,NA,-1,18,10,350,375,V,T,U,0,TC,OP,COMP,MS,U,QC_MRNF-PSPConverted,-1,-1,86.38,0,NA,NA,NA,1.31,NA,NA,NA,55.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,6,Boreal Shield
7293100.121,1543527.89,1108721,1,2013-AUG-07,0,F,NA,QC,6,(AF) (EPN) (KAA- LEG- SPS) (RE39),20,18,5,212,360,V,T,W,0,TC,OP,SNGL,ES,B,L'ORIGINE DU COUVERT (VEG_ORI) EST ISSUE D'UNE COUPE TOTALE DATANT DE 2011.,NA,NA,3.38,0.63,3.43,2.22,NA,0.13,1.74,0.94,0.02,2.44,0.46,4.97,1.95,0,0,0,2.49,0.59,2.89,3.2,0.74,0.39,3.15,1.68,3.15,1.68,0,NA,35,NA,NA,NA,NA,NA,20.9,22.3,40.3,42.8,NA,NA,490.8,0.04,6.2,6,Boreal Shield
7310696.923,1534851.929,1108726,0,1992-JUN-23,0,N,NR,QC,6,NA,-1,18,6,280,405,V,T,U,0,TC,DE,SNGL,LS,U,QC_MRNF-PSPConverted,-1,-1,110.84,2.21,NA,NA,NA,1.79,NA,NA,NA,73.85,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,6,Boreal Shield
7310958.97,1534623.452,1108726,1,2013-JUN-29,0,F,NA,QC,6,(FO) (EPN) (PLS) (RE21),20,18,2,999,400,V,T,U,0,TC,DE,SNGL,OG,N,L'ORIGINE DU COUVERT (VEG_ORI) EST ISSUE D'UN BRULIS TOTAL (FEU).,NA,NA,118.46,13.81,7.59,0,NA,1.56,0.42,0.22,0.1,73.16,8.69,9.27,0,0,0,0,5.01,0.1,5.71,0.51,1.48,0.78,13.12,5.84,13.12,5.84,0,55,NA,56.1,63.4,30.5,10.7,1.1,NA,NA,NA,NA,NA,NA,382.73,0.11,6.2,6,Boreal Shield
7238900.659,1540734.312,1115591,0,1996-JUN-07,0,N,NR,QC,6,NA,-1,18,2,999,305,V,T,U,0,TB,OP,SNGL,ES,U,QC_MRNF-PSPConverted,-1,-1,3.89,17.24,NA,NA,NA,NA,NA,NA,NA,2.47,12.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,6,Boreal Shield
7248486.345,1543505.741,1115591,1,2013-SEP-19,0,F,NA,QC,6,(FO) (PET- PIG) (X01- DIE- DRS) (RS23),13,18,5,272,290,V,T,U,0,TM,DE,SNGL,MS,N,L'ORIGINE DU COUVERT (VEG_ORI) EST ISSUE D'UNE COUPE TOTALE DATANT DE 1972. TROU�E COUVRANT 65% EN COUVERT ARBUSTIF FEUILLU. MAIS DANS UN RAYON DE 25M C'EST LA FOR�T QUI DOMINE. NOUS AVONS PR�F�RER CARACT�RISER LA FOR�T (...),NA,NA,143.11,5.59,2.31,12.46,NA,4.37,4.18,0.96,0.12,81.89,3.22,3.29,8.61,0,0,0,0.27,0.35,0.15,1.67,8.58,3.08,17.33,4.64,17.33,4.64,0,55,NA,26.6,29.6,37,13,5,NA,NA,NA,NA,NA,NA,272.38,0.12,6.2,6,Boreal Shield
7295381.638,1498706.277,1122486,0,1996-JUN-11,0,N,NR,QC,6,NA,-1,18,3,-1,435,V,T,U,0,TC,OP,SNGL,TS,U,QC_MRNF-PSPConverted,-1,-1,110.27,0,NA,NA,NA,1.15,NA,NA,NA,75.07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,6,Boreal Shield
7293136.968,1498891.187,1122486,1,2013-JUN-30,0,F,NA,QC,6,(FO) (EPN) (PLS) (RE25),14,18,4,114,430,V,T,U,0,TC,DE,SNGL,MS,N,L'ORIGINE DU COUVERT (VEG_ORI) EST ISSUE D'UNE COUPE TOTALE. PR�SENCE DE TROIS SOUS-GROUPES DE SOL DANS LA PLACETTE (VOIR LE SCH�MA DE RECOUPEMENT ET LES PHOTOS D'ANOMALIES).,NA,NA,49.71,0,36.19,0.98,NA,0.94,NA,NA,0.16,34.67,0,34.15,0.75,0.42,0,0,2.02,0.05,3.41,1.81,1.23,0.65,0,0,0,0,0,55,NA,97.3,106.1,21.1,42.4,28.1,NA,NA,NA,NA,NA,NA,462.75,0.09,6.2,6,Boreal Shield
7220668.639,1521530.33,1129346,0,1996-JUL-14,0,N,NR,QC,6,NA,-1,18,10,62,340,V,T,U,0,TC,DE,SNGL,TS,U,QC_MRNF-PSPConverted,-1,-1,197.34,7.34,NA,NA,NA,2.62,NA,NA,NA,126.11,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,6,Boreal Shield
7212783.34,1516749.002,1129346,1,2013-SEP-17,0,F,NA,QC,6,(FO) (PET) (AUR) (MS26),13,18,1,999,308,V,T,U,0,TB,DE,SNGL,LS,N,L'ORIGINE DU COUVERT (VEG_ORI) EST ISSUE D'UN BRULIS TOTAL (FEU) DATANT DE 1955. PEUPLEMENT DONT LES R�SINEUX �TAIENT S�REMENT PLUS PR�SENTS AVANT LA COUPE PARTIELLE DE 1994.,NA,NA,141.84,14.94,10.12,0.61,NA,2.96,NA,NA,0.23,82.14,6.99,10.2,0.54,0.01,0,0,0.67,0.51,0.01,1.34,9.26,2.88,39.19,7.44,39.19,7.44,0,55,NA,61.3,64.5,59.5,35.5,4.3,NA,NA,NA,NA,NA,NA,221.45,0.17,6.2,6,Boreal Shield
8542731.628,2355219.856,668596,0,2004-JUL-09,0,N,NR,NL,6,Subartic-NorthernPenisulaForest,1,21,0,999,23,V,T,U,0.97,TC,OP,SNGL,TS,U,-1,106,453,54.28,13.17,9.87,1.63,NA,0.52,NA,NA,NA,56.08,9.02,13.12,1.24,NA,NA,0,2.34,0.23,3.07,2.94,3.4,0.66,10.67,4.02,10.67,4.02,0,35,35,NA,NA,42,40.5,NA,29.4,41.9,34.4,37,NA,NA,521.94,0.05,6.4,6,Boreal Shield
8542731.628,2355219.856,668596,0,2014-JUL-19,1,F,NA,NL,6,NA,-1,21,0,999,23,V,T,U,3.35,TC,OP,SNGL,TS,N,NA,NA,NA,54.92,16.81,6.49,3.2,NA,0.62,NA,NA,0,57.37,11.67,8.04,3.04,0,0,0,0.94,0.44,6.96,3.25,6.79,2.32,10.67,2.02,10.67,2.02,0,15,35,214.8,216.6,59.7,NA,NA,70.2,73,95.5,99.4,NA,NA,521.98,0.11,6.4,6,Boreal Shield
8787571.404,2220970.849,675546,0,2003-JUL-21,0,N,NR,NL,6,Boreal-CentralNewfoundlandForest,1,21,0,999,120,V,T,U,0,TC,SP,SNGL,LS,U,-1,112,466,5,1,8.31,10.27,NA,0.06,NA,NA,NA,4.45,0.7,10.99,7.12,NA,NA,0,1.08,0.12,0.43,0.46,8.08,2.76,5.1,1.74,5.1,1.74,0,25.4,NA,33.5,40.8,17.6,16.1,NA,NA,NA,NA,NA,NA,NA,467.23,0.04,6.4,6,Boreal Shield
8787571.404,2220970.849,675546,0,2011-JUL-11,1,F,NA,NL,6,NA,-1,21,0,999,120,V,T,U,0,TC,SP,SNGL,LS,U,-1,NA,NA,3.46,3.63,9.98,7.85,NA,0.07,NA,NA,0,3.03,3.17,14.4,5.62,0.12,0,0,9.16,0.34,4.55,2.17,5.12,1.3,0,0,0,0,0,14,15,29.2,40.5,65,NA,NA,33.6,42.9,NA,NA,NA,NA,516.26,0.1,6.4,6,Boreal Shield
8761134.168,2211135.61,682421,0,2003-AUG-16,0,N,NR,NL,6,Boreal-CentralNewfoundlandForest,1,21,0,999,39,V,T,U,0,TC,DE,SNGL,MS,U,-1,112,466,263.01,21.3,1.44,3.34,NA,1.7,NA,NA,NA,171.16,11.61,1.71,2.52,NA,NA,0,0.51,0.47,4.71,0.89,0.99,0.25,10.24,2.32,10.24,2.32,0,NA,55,NA,NA,NA,NA,NA,6.6,16,148,215.4,68.6,68.6,508.95,0.06,6.4,6,Boreal Shield
8761133.318,2211135.084,682421,0,2008-SEP-27,1,F,NA,NL,6,NA,-1,21,0,999,39,V,T,U,0,TC,DE,SNGL,MS,U,-1,NA,NA,3.66,8.34,0,1.58,NA,NA,6.66,3.1,0,2.7,5.68,0,1.19,0,0,0,2.84,0.43,4.72,6.97,7.34,2.5,14.6,3.89,14.6,3.89,0,NA,35,NA,NA,NA,NA,NA,21,42.2,74.3,90.2,NA,NA,374.89,0.08,6.4,6,Boreal Shield
8815568.222,2186231.411,682436,0,2003-JUL-27,0,N,NR,NL,6,Boreal-CentralNewfoundlandForest,1,21,0,999,158,V,T,U,0,TC,OP,SNGL,LS,U,-1,112,468,57.43,14.87,5.48,7.28,NA,0.84,NA,NA,NA,39.25,8.77,7.77,4.71,NA,NA,0,3.08,0.05,0.52,0.53,5.37,1.11,13.96,3.61,13.96,3.61,0,44.5,NA,32.9,57.6,62.4,31.6,1.2,NA,NA,NA,NA,NA,NA,540.49,0.05,6.4,6,Boreal Shield
8815568.75,2186230.56,682436,0,2015-JUL-17,1,F,NA,NL,6,NA,-1,21,0,999,158,V,T,U,0,TC,OP,SNGL,LS,N,NA,NA,NA,60.87,2.46,12.25,0,NA,0.65,NA,NA,0,37.94,1.35,14.77,0,0,0,0,4.15,0.23,5.19,3.58,5.86,2,17.74,3.26,17.74,3.26,0,15,NA,40.7,42.5,75.6,NA,NA,NA,NA,NA,NA,NA,NA,465.7,0.1,6.4,6,Boreal Shield
8833728.933,2177931.388,682441,0,2004-SEP-30,0,N,NR,NL,6,CentralNewfoundlandForest,1,21,0,999,195,V,T,U,0,TC,OP,SNGL,LS,U,-1,112,468,61.85,9.1,15.88,6.24,NA,0.63,NA,NA,NA,50.86,5.51,25.1,4.92,NA,NA,0.55,6.14,1.25,3.62,0.43,8.71,2.2,2.33,0.93,1.78,0.83,0.1,55,NA,41.7,49.2,41.7,37.8,11.7,NA,NA,NA,NA,NA,NA,378.58,0.09,6.4,6,Boreal Shield
8833728.933,2177931.388,682441,0,2011-JUL-06,1,F,NA,NL,6,NA,-1,21,0,999,195,V,T,U,1.54,TC,OP,SNGL,LS,U,-1,NA,NA,62.78,10.28,20.36,4.27,NA,0.62,NA,NA,0,51.7,5.95,32.83,3.81,0,0,0,1.88,2.38,3.14,0.82,5.31,1.81,2.33,0.97,2.33,0.97,0,15,NA,113.9,125.2,48.7,NA,NA,NA,NA,NA,NA,NA,NA,457.1,0.31,6.4,6,Boreal Shield
8571906.551,2276172.886,689251,0,2004-JUL-08,0,N,NR,NL,6,Boreal-LongRangeBarrens,1,21,5,300,275,V,T,U,0,TC,OP,SNGL,LS,U,-1,107,456,34.09,4.03,20.19,2.65,NA,0.3,NA,NA,NA,40.64,3.52,37.85,2.04,NA,NA,0,2.24,0.11,2.19,1.47,10.99,3.23,21.59,7.26,21.59,7.26,0,NA,NA,27.9,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.78,0.06,6.4,6,Boreal Shield
8571906.551,2276172.886,689251,0,2014-JUL-07,1,F,NA,NL,6,NA,-1,21,5,300,275,V,T,U,0,TC,OP,SNGL,LS,N,NA,NA,NA,35.21,4.71,17.64,1.32,NA,0.29,NA,NA,0,40.23,2.89,31.46,1.91,0,0,0,1.32,0.08,2.67,6.15,0,0,16.27,4.18,16.27,4.18,0,9,NA,27,29.1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,415.73,0.12,6.4,6,Boreal Shield
8527490.8,2274785.259,696121,0,2004-JUL-06,0,N,NR,NL,6,Boreal-NorthernPeninsulaForest,1,21,5,144,217,V,T,U,20.87,TC,OP,SNGL,TS,U,-1,108,457,39.87,73.22,4.54,5.01,NA,1.16,NA,NA,NA,46.83,44,4.69,3.63,NA,NA,0,3.33,0.2,1.53,0.3,10.55,3.99,123.96,39.65,123.96,39.65,0,45.5,NA,75.6,93,24.8,21.6,8.3,NA,NA,NA,NA,NA,NA,500.23,0.1,6.4,6,Boreal Shield
8527490.8,2274785.259,696121,0,2010-JUN-12,1,F,NA,NL,6,NA,-1,21,5,144,217,V,T,U,0.55,TC,OP,SNGL,TS,U,-1,NA,NA,31.06,71.56,2.74,2.4,NA,0.91,NA,NA,0,25.13,43.97,2.67,1.78,0,0,0,1.02,0.99,2.06,1.32,4.88,1.75,67.76,18.03,67.76,18.03,0,15,NA,51.1,57.8,37.9,NA,NA,NA,NA,NA,NA,NA,NA,451.33,0.1,6.4,6,Boreal Shield
8635855.801,2224805.02,696151,0,2004-AUG-16,0,N,NR,NL,6,Boreal-CentralNewfoundlandForest,1,21,0,999,214,V,T,U,0,TC,OP,SNGL,ES,U,-1,113,470,3.92,0,10.7,0.04,NA,0.1,3.92,1.12,NA,4.2,0,16.31,0.04,NA,NA,7.43,6.42,0.77,1.72,0.35,8.46,2.11,22.53,5.22,15.1,4.21,1.01,15,NA,50.8,57,21.9,NA,NA,NA,NA,NA,NA,NA,NA,428.76,0.13,6.4,6,Boreal Shield
8635855.801,2224805.02,696151,0,2009-SEP-29,1,F,NA,NL,6,NA,-1,21,0,999,214,V,T,U,0,TC,OP,SNGL,ES,U,-1,NA,NA,8.26,0,7.63,0.04,NA,0.19,3.92,1.05,0,7.84,0,10.27,0.04,1.3,0.06,0,6.74,0.99,1.35,0.83,5.86,2.29,8.91,3.9,8.91,3.9,0,15,NA,67,75.6,9.1,NA,NA,NA,NA,NA,NA,NA,NA,465.95,0.14,6.4,6,Boreal Shield
8817113.019,2141602.131,696201,0,2003-JUL-26,0,N,NR,NL,6,Boreal-MaritimeBarrens,1,21,2,999,170,V,T,U,0,TC,OP,SNGL,OG,U,-1,112,468,12.77,4.76,23.33,2.79,NA,0.09,NA,NA,NA,12.6,2.94,28.84,2.27,NA,NA,0,2.01,0.04,0.67,0.13,0.74,0.23,0,0,0,0,0,46.1,NA,61.8,78.9,42,65.3,7,NA,NA,NA,NA,NA,NA,518.99,0.04,6.4,6,Boreal Shield
8817113.019,2141602.131,696201,0,2011-JUL-08,1,F,NA,NL,6,NA,-1,21,2,999,170,V,T,U,0,TC,OP,SNGL,OG,U,-1,NA,NA,11.13,1.86,24.31,2.09,NA,0.06,NA,NA,0,10.64,1.22,29.67,2.06,0,0,0,4.37,0.06,5.92,1.81,1.97,0.67,2.33,0.97,2.33,0.97,0,15,17.3,23.9,32.7,24.6,NA,NA,61.1,77.2,8.5,10.3,NA,NA,497.76,0.07,6.4,6,Boreal Shield
8528849.891,2230360.077,709886,0,2004-AUG-06,0,N,NR,NL,6,Boreal-NorthernPeninsulaForest,1,21,0,999,123,V,T,U,0,TC,OP,COMP,ES,U,-1,107,455,12.66,34.86,8.95,6.58,NA,0.58,3.26,0.81,NA,13,27.53,13.57,4.72,NA,NA,5.08,1.83,0.38,3.29,0.72,3.21,0.84,31.51,4.75,26.43,4.02,0.73,55,NA,156.4,176.7,14.4,58.1,11.4,NA,NA,NA,NA,NA,NA,502.08,0.1,6.4,6,Boreal Shield
8528849.891,2230360.077,709886,0,2014-JUN-22,1,F,NA,NL,6,NA,-1,21,0,999,123,V,T,U,0,TC,OP,COMP,ES,N,NA,NA,NA,22.13,23.6,15.42,0,NA,0.58,11.76,1.75,0,20.41,12.82,19.86,0,0,0,0,7.07,0.18,2.38,2.97,8.14,1.62,21.25,3.04,21.25,3.04,0,15,15,97.6,101.5,32.2,NA,NA,48.5,63,NA,NA,NA,NA,515.93,0.1,6.4,6,Boreal Shield
8520496.527,2212313.228,716766,0,2004-AUG-05,0,N,NR,NL,6,Boreal-NorthernPeninsulaForest,1,21,0,999,58,V,T,U,0,TC,OP,COMP,LS,U,-1,107,455,35.55,27.33,8.09,2.74,NA,0.46,1.34,0.36,NA,32.61,16.52,16.18,1.95,NA,NA,0,3.72,0.22,2.23,0.72,15.75,2.59,29.57,4.37,29.57,4.37,0,54,NA,257,269.8,26,26.5,21,NA,NA,NA,NA,NA,NA,421.91,0.15,6.4,6,Boreal Shield
8520496.527,2212313.228,716766,0,2010-JUN-10,1,F,NA,NL,6,NA,-1,21,0,999,59,V,T,U,0,TC,OP,COMP,LS,U,-1,NA,NA,43.9,19.47,10.69,2.9,NA,0.44,1.48,0.4,0,38.39,12.5,18.81,2.39,0,0,0,2.17,0.08,2.34,2.89,7.53,1.5,27.73,6.34,27.73,6.34,0,NA,35,NA,NA,NA,NA,NA,72.3,89.8,120.1,176.6,NA,NA,456.27,0.16,6.4,6,Boreal Shield
8628932.881,2162193.147,716796,0,2004-JUL-14,0,N,NR,NL,6,Boreal-CentralNewfoundlandForest,1,21,5,290,127,V,T,U,0,TC,OP,SNGL,ES,U,-1,112,466,33.68,0,13.93,0,NA,0.77,NA,NA,NA,27.07,0,16.16,0,NA,NA,10,1.76,0.05,4.24,0.83,0.25,0.07,14.15,2.19,4.15,0.83,1.36,49,NA,54.9,85,10.8,36,15.4,NA,NA,NA,NA,NA,NA,522.74,0.08,6.4,6,Boreal Shield
8628932.881,2162193.147,716796,0,2008-OCT-02,1,F,NA,NL,6,NA,-1,21,5,290,127,V,T,U,0,TC,OP,SNGL,ES,U,-1,NA,NA,53.06,0,15.97,0,NA,1.11,NA,NA,0,41.55,0,17.11,0,0,0,0,1.45,0.47,2.15,1.06,0.25,0.05,4.73,0.72,4.73,0.72,0,15,NA,58,74.9,8.2,NA,NA,NA,NA,NA,NA,NA,NA,522.3,0.11,6.4,6,Boreal Shield
8665143.679,2145495.394,716806,0,2004-JUL-16,0,N,NR,NL,6,Boreal-CentralNewfoundlandForest,1,21,8,320,304,V,T,U,0,TC,OP,SNGL,ES,U,-1,112,466,4.13,0,30.11,0,NA,0.12,NA,NA,NA,4.49,0,40.18,0,NA,NA,0,0.58,0.95,2.55,0.27,4.93,1.25,0,0,0,0,0,55,NA,53.8,57.2,63.7,80.8,53.1,NA,NA,NA,NA,NA,NA,448.98,0.12,6.4,6,Boreal Shield
8665143.679,2145495.394,716806,0,2008-SEP-30,1,F,NA,NL,6,NA,-1,21,8,320,304,V,T,U,0,TC,OP,SNGL,ES,U,-1,NA,NA,13.63,0,41.17,0.04,NA,NA,NA,NA,0,13.16,0,47.63,0.03,0,0,0,2,0.69,2.11,0.5,1.23,0.42,0,0,0,0,0,15,NA,38.5,46.5,52.9,NA,NA,NA,NA,NA,NA,NA,NA,485,0.11,6.4,6,Boreal Shield
8792133.698,2087098.196,716841,0,2004-AUG-20,0,N,NR,NL,6,Boreal-MaritimeBarrens,1,21,2,999,192,V,T,U,0,TC,DE,SNGL,TS,U,-1,114,472,60.23,10.22,32.3,12.78,NA,0.45,1.3,0.43,NA,49.38,6.41,35.72,10.31,NA,NA,0,3.32,0.14,4.82,0.1,9.26,2.34,0,0,0,0,0,54.5,NA,85.1,98.6,12.7,32.7,29.2,NA,NA,NA,NA,NA,NA,520.56,0.05,6.4,6,Boreal Shield
8792134.225,2087097.342,716841,0,2015-AUG-26,1,F,NA,NL,6,NA,-1,21,2,999,192,V,T,U,0.82,TC,DE,SNGL,TS,N,NA,NA,NA,52.12,16.75,31.7,13.7,NA,0.42,1,0.33,0,40.13,11.24,35.44,11.1,0,0,0,6.18,0.35,8.09,1.26,5.86,1.48,0,0,0,0,0,15,18.2,98.6,107.6,8.9,NA,NA,52.2,54.7,11.1,11.7,NA,NA,496.2,0.08,6.4,6,Boreal Shield
8584399.207,2160813.456,723666,0,2004-AUG-27,0,N,NR,NL,6,Boreal-NorthernPensuliaForest,1,21,0,999,172,V,T,U,0,TC,OP,SNGL,ES,U,-1,107,456,4.55,0.55,26.8,1.27,NA,0.09,2.26,0.74,NA,4.39,0.4,39.95,0.72,NA,NA,0,8.13,0.29,2.41,0.54,3.15,0.84,4.78,1.21,4.78,1.21,0,NA,55,NA,NA,NA,NA,NA,65.4,67.3,154.7,167.5,150.2,154.2,500.66,0.15,6.4,6,Boreal Shield
8765616.33,2077278.023,723716,0,2003-JUL-16,0,N,NR,NL,6,Boreal-MaritimeBarrens,1,21,0,999,179,V,T,U,0,TC,SP,MULT,TS,U,-1,114,473,30.42,13.89,5.61,1.12,NA,0.52,NA,NA,NA,18.94,6.79,7.72,0.83,NA,NA,0.55,0.19,0.43,0.18,3.48,9.07,1.52,33.38,5.13,32.83,5.05,0.08,33,NA,11.2,15.2,41.7,16.5,NA,NA,NA,NA,NA,NA,NA,261.12,0.07,6.4,6,Boreal Shield
8765618.566,2077278.221,723716,0,2015-AUG-15,1,F,NA,NL,6,NA,-1,21,0,999,179,V,T,U,0,TC,SP,MULT,TS,N,NA,NA,NA,1.02,8.2,0,0,NA,NA,NA,NA,0,1.16,3.8,0,0,8.05,0,0,2.17,0.94,1.76,2.49,5.18,1.03,41.45,14.88,41.45,14.88,0,15,NA,8.8,11,44.1,NA,NA,NA,NA,NA,NA,NA,NA,323.18,0.14,6.4,6,Boreal Shield
