nfi_plot,loc_id,meas_date,meas_num,plot_completion,incomp_reason,province,ecozone,prov_eco_type,prov_eco_ref,utm_n,utm_e,utm_zone,slope,aspect,elevation,land_base,land_cover,land_pos,plotvol_falllive,veg_type,density_cl,stand_stru,succ_stage,wetland_class,user_info,ec_region,ec_district,plotvol_standlive,plotvol_standdead,plotvol_smtr_live,plotvol_smtr_dead,grossvol_incr,grossvol_mai,plotvol_stump,plotbio_stump,plotbio_smstump,plotbio_lgtr_live,plotbio_lgtr_dead,plotbio_smtr_live,plotbio_smtr_dead,plotbio_lgshrub_live,plotbio_lgshrub_dead,plotvol_oddwd,plotbio_smshrub,plotbio_herb,plotbio_bryo,plotbio_fwd,plotvol_swd,plotbio_swd,plotvol_cwd,plotbio_cwd,plotvol_roundwd,plotbio_roundwd,plotbio_oddwd,sample_depth_min,sample_depth_org,cc_for_floor_8mm,cc_for_floor_total,cc_min0_15,cc_min15_35,cc_min35_55,cc_organic0_15_8mm,cc_organic0_15_total,cc_organic15_35_8mm,cc_organic15_35_total,cc_organic35_55_8mm,cc_organic35_55_total,avg_org_carb,avg_bulk_density_org
1204936,0,2014-JUL-30,1,F,NA,ON,6,B224Tl,10,5447079,302555,17,0,999,-1,V,T,W,0.00,TC,OP,SNGL,LS,S,,,,9.80,0.00,45.39,2.40,,0.10,0.10,0.02,0.00,7.11,0.00,45.74,1.99,0.59,0.00,0.00,3.66,0.14,7.48,0.40,0.49,0.12,0.00,0.00,0.00,0.00,0.00,15.0,,116.7,129.9,18.4,,,,,,,,,419.18,0.10
1204941,0,2005-AUG-17,0,F,NA,ON,6,ES6m,2,5435260,318605,17,0,999,301,V,T,U,0.00,TM,DE,SNGL,MS,N,,,,86.12,0.00,13.35,2.35,,3.59,2.26,0.30,,53.43,0.00,10.90,1.52,2.92,0.39,0.00,0.66,0.20,0.24,0.78,5.68,2.11,192.13,34.38,192.13,34.38,0.00,55.0,,30.2,37.3,29.7,17.8,78.2,,,,,,,445.56,0.09
1204941,0,2009-JUL-13,1,F,NA,ON,6,B119Tt,10,5435260,318605,17,0,999,301,V,T,U,0.00,TM,DE,SNGL,MS,N,,,,119.74,0.85,7.30,9.39,,4.64,11.22,0.89,0.00,72.90,0.51,5.92,6.14,1.38,1.38,0.00,0.88,0.35,0.22,1.15,5.18,1.27,157.78,13.75,157.78,13.75,0.00,15.0,,28.4,42.8,22.3,,,,,,,,,371.93,0.11
1204981,0,2005-JUL-05,0,F,NA,ON,6,ES9r,2,5340236,446667,17,3,320,389,V,T,U,0.00,TC,DE,SNGL,LS,N,,,,364.45,38.87,6.04,0.00,,1.94,14.06,3.27,,175.44,19.89,4.65,0.00,0.46,0.00,0.00,1.14,0.06,0.67,0.50,11.67,2.91,66.60,15.39,66.60,15.39,0.00,55.0,,106.7,117.8,24.8,43.6,59.8,,,,,,,494.07,0.08
1204981,0,2011-JUL-26,1,F,NA,ON,6,B224,10,5340236,446667,17,3,320,389,V,T,U,0.00,TC,DE,SNGL,OG,U,,,,388.42,13.10,3.05,0.00,,1.62,15.82,4.31,0.00,185.98,4.93,2.28,0.00,1.13,0.00,0.00,1.33,0.19,1.72,0.84,5.12,1.82,48.66,12.62,48.66,12.62,0.00,15.0,,105.6,122.6,49.0,,,,,,,,,460.58,0.10
1204996,0,2006-AUG-03,0,F,NA,ON,6,ES13r,2,5304603,494591,17,5,250,-1,V,T,W,0.00,TC,DE,SNGL,LS,N,,,,248.20,0.00,15.22,0.11,,1.51,1.98,0.22,,120.01,0.00,11.47,0.10,0.73,0.00,0.00,1.13,0.07,0.11,0.21,11.23,2.80,49.08,9.58,49.08,9.58,0.00,,33.8,26.3,39.0,,,,57.8,64.2,124.6,126.7,,,467.60,0.10
1204996,0,2015-JUL-22,1,F,NA,ON,6,B129Tt,10,5304603,494591,17,5,250,-1,V,T,W,0.00,TC,DE,SNGL,LS,S,,,,309.21,3.55,15.67,0.00,,1.34,1.62,0.18,0.00,146.45,2.21,11.54,0.00,0.86,0.27,0.00,0.63,0.09,0.53,1.39,12.66,4.00,40.48,11.97,40.48,11.97,0.00,15.0,15.0,40.5,49.7,20.3,,,25.8,48.8,,,,,405.09,0.10
1205011,0,2005-AUG-19,0,F,NA,ON,6,ES29.1,3,5268953,542460,17,11,30,-1,V,T,U,0.00,TM,DE,COMP,LS,N,,,,207.67,3.67,2.25,0.00,,0.91,,,,116.86,1.51,3.55,0.00,0.00,0.00,0.00,1.33,0.01,0.69,0.75,25.50,6.35,42.30,8.90,42.30,8.90,0.00,,,21.6,42.1,,,,,,,,,,494.48,0.07
1205011,0,2008-JUL-25,1,F,NA,ON,6,ES29.1,3,5268953,542460,17,11,30,-1,V,T,U,0.00,TM,DE,COMP,LS,N,,,,211.81,3.65,5.27,0.00,,1.53,9.76,1.62,0.00,120.25,2.04,6.24,0.00,0.00,0.00,0.00,3.27,0.04,1.04,1.09,24.02,8.91,23.79,5.10,23.79,5.10,0.00,35.0,,22.4,41.9,30.9,35.0,,,,,,,,391.82,0.10
1205011,0,2018-AUG-16,2,F,NA,ON,6,B51Tt,10,5268953,542460,17,11,30,-1,V,T,U,0.00,TM,DE,MULT,LS,N,,,,241.74,3.81,20.30,0.25,,1.29,,,0.00,134.96,1.87,18.54,0.17,0.00,0.00,0.00,1.46,0.01,0.47,1.82,15.26,4.67,20.77,5.75,20.77,5.75,0.00,15.0,,18.1,46.2,26.2,,,,,,,,,531.77,0.10
1205031,0,2004-JUN-25,0,F,NA,ON,6,ES16.1,3,5221387,606193,17,12,150,-1,V,T,U,0.00,TC,SP,MULT,LS,N,,,,143.88,20.99,19.04,0.17,,2.17,1.90,0.47,,85.85,12.28,22.41,0.13,0.00,0.00,0.00,0.72,0.03,0.58,0.76,12.66,3.88,50.13,9.59,50.13,9.59,0.00,55.0,,37.7,41.4,37.0,38.0,114.3,,,,,,,419.62,0.08
1205031,0,2011-AUG-22,1,F,NA,ON,6,G34Tt,10,5221387,606193,17,12,150,-1,V,T,U,0.00,TC,SP,MULT,LS,N,,,,154.97,9.84,27.70,0.41,,2.03,19.18,2.85,0.00,90.61,6.75,24.99,0.30,0.00,0.00,0.00,0.18,0.01,1.27,1.49,15.86,3.71,55.34,13.46,55.34,13.46,0.00,50.0,,37.9,43.1,37.7,45.9,23.3,,,,,,,428.69,0.11
1205101,0,2004-JUL-11,0,F,NA,ON,8,CUM1,4,5047456,360173,18,0,999,-1,V,T,U,0.00,TB,OP,SNGL,MS,N,,,,69.53,0.00,3.13,0.03,,2.24,,,,35.59,0.00,2.57,0.02,8.31,3.99,0.00,0.09,2.38,0.00,0.09,1.73,0.72,0.00,0.00,0.00,0.00,0.00,55.0,,110.6,122.5,42.6,103.1,3.8,,,,,,,260.29,0.15
1205101,0,2010-AUG-04,1,F,NA,ON,8,,-1,5047456,360173,18,0,999,-1,V,T,U,0.00,TB,OP,MULT,ES,N,,,,93.28,0.00,1.08,3.46,,3.11,,,0.00,48.29,0.00,2.45,1.79,1.55,14.15,0.00,0.00,2.44,0.00,0.12,0.51,0.14,0.00,0.00,0.00,0.00,0.00,15.0,2.3,0.6,1.1,63.2,,,9.2,9.3,,,,,246.66,0.12
1205116,0,2004-JUL-22,0,F,NA,ON,8,FOM7,4,5008063,404529,18,5,100,-1,V,T,U,0.00,TM,DE,SNGL,LS,N,,,,313.41,77.22,0.00,0.86,,4.39,,,,137.83,30.14,0.00,0.56,0.47,0.00,0.00,0.13,0.16,0.13,1.46,9.13,3.00,25.01,7.88,25.01,7.88,0.00,15.0,,16.1,17.6,69.3,,,,,,,,,257.88,0.14
1205116,0,2014-JUL-29,1,F,NA,ON,8,S66Tt,10,5008063,404529,18,5,100,-1,V,T,U,0.00,TC,OP,MULT,LS,N,,,,379.41,63.79,5.32,1.41,,3.85,,,0.00,164.92,24.26,2.79,0.86,0.21,0.00,0.00,0.19,0.05,0.32,1.15,13.21,4.17,23.74,7.44,23.74,7.44,0.00,15.0,,50.9,87.8,70.6,,,,,,,,,302.04,0.26
1205126,0,2004-JUL-08,0,F,NA,ON,8,FOM7,4,4981963,434368,18,1,999,-1,V,T,W,0.00,TM,DE,MULT,MS,N,,,,97.66,15.21,14.16,0.77,,2.30,,,,57.72,8.66,12.25,0.84,0.05,0.05,0.00,0.00,0.00,0.00,0.00,16.97,7.25,7.66,2.54,7.66,2.54,0.00,,,,,,,,,,,,,,,
1205126,0,2013-JUL-11,1,P,HZ,ON,8,S117Tl,10,4981963,434368,18,1,999,-1,V,T,W,0.00,TC,DE,MULT,MS,M,,,,130.94,17.84,23.47,0.51,,1.98,,,0.00,75.46,10.53,20.27,0.62,0.41,0.00,0.00,1.41,0.03,0.00,0.00,2.47,0.88,7.91,2.08,7.91,2.08,0.00,,,,,,,,,,,,,,,
1205131,0,2004-JUL-01,0,F,NA,ON,8,CUP3,4,4968872,449182,18,0,999,-1,V,T,U,0.00,TC,DE,SNGL,MS,N,,,,207.37,6.18,3.05,0.00,,5.77,1.54,0.37,,109.80,2.95,2.68,0.00,3.16,0.00,0.00,0.01,0.07,0.01,1.24,23.02,7.42,41.65,9.26,41.65,9.26,0.00,55.0,,,,41.3,78.1,56.2,,,,,,,370.11,
1205131,0,2008-JUL-26,1,F,NA,ON,8,CUP3,4,4968872,449182,18,0,999,-1,V,T,U,0.00,TC,DE,SNGL,LS,N,,,,246.70,7.38,4.07,0.00,,6.20,,,0.00,129.61,3.72,3.66,0.00,9.47,1.26,0.00,0.00,0.03,0.01,1.53,8.58,3.24,16.83,3.23,16.83,3.23,0.00,13.0,,,,27.5,,,,,,,,,458.38,
1205131,0,2018-AUG-03,2,F,NA,ON,8,S64Tt,10,4968872,449182,18,0,999,-1,V,T,U,0.00,TC,DE,SNGL,LS,N,,,,317.37,15.71,6.65,0.43,,6.66,4.72,1.04,0.00,164.48,8.30,5.68,0.42,2.32,0.09,0.00,0.01,0.20,0.12,1.15,15.43,4.77,20.00,4.66,20.00,4.66,0.00,15.0,,0.7,0.9,56.1,,,,,,,,,497.36,0.08
1211016,0,2002-JUL-25,0,N,NR,BC,14,EngelmannSpruce--SubalpineFirWetVeryCold,-1,6317695,391905,9,66,136,975,V,N,U,0.00,ST,DE,NA,MS,U,CMI5-0158-FO1,198,961,160.17,5.42,1.89,0.00,,1.20,,,,107.60,4.34,2.76,0.00,,,3.85,,0.34,,4.09,3.95,0.92,41.84,10.30,37.99,9.04,1.26,54.0,,8.3,13.4,65.5,116.8,79.4,,,,,,,434.11,0.07
1211056,0,2005-JUL-17,0,N,NR,BC,14,EngelmannSpruce--SubalpineFirMoistCold,-1,6324490,551851,9,30,173,1321,V,T,U,0.00,TC,OP,SNGL,MS,U,CMI4-0491-FO1,199,963,208.21,80.48,5.86,0.00,,2.11,,,,131.36,43.18,7.82,0.00,,,0.00,,0.67,,0.48,1.73,0.40,6.32,0.95,6.32,0.95,0.00,52.5,,10.0,10.9,38.5,56.4,58.8,,,,,,,442.79,0.06
1211056,0,2018-JUL-12,1,F,NA,BC,14,ESSFMC,26,6324496,551851,9,30,173,1311,V,T,U,0.00,TC,OP,MULT,TS,N,,,,240.80,106.44,13.97,0.00,,2.17,,,0.00,143.76,51.79,14.14,0.00,0.04,0.00,0.00,1.35,0.29,1.33,0.50,1.48,0.40,0.00,0.00,0.00,0.00,0.00,15.0,,23.4,24.6,32.9,,,,,,,,,469.98,0.08
1211116,0,2005-JUN-18,0,N,NR,BC,14,EngelmannSpruce--SubalpineFirGrahamMoistVeryCold,-1,6325347,428148,10,70,234,1322,V,T,U,0.00,TC,OP,SNGL,MS,U,CMI4-0498-FO1,200,967,199.66,88.05,0.26,0.00,,1.35,,,,123.55,45.16,0.60,0.00,,,21.15,,0.10,,2.96,12.09,2.24,174.56,33.58,153.41,29.68,3.90,35.0,,37.0,43.1,26.8,15.4,,,,,,,,458.98,0.09
1211116,0,2018-JUL-15,1,F,NA,BC,14,ESSFMV,29,6325346,428150,10,70,234,1322,V,T,U,7.47,TC,OP,MULT,OG,N,SUCC; OLD GROWTH STRUCTURE WITH ABUNDANT BLOWDOWN AND CANOPY GAPS OPENING UP. TREE COMPOSITION TRANSITIONING TO BL.,,,236.58,58.61,0.19,0.00,,1.37,5.90,0.69,0.00,144.97,24.68,0.24,0.00,0.44,0.00,0.00,0.37,0.05,2.18,1.36,26.11,6.74,282.83,55.43,282.83,55.43,0.00,55.0,,77.5,101.0,35.8,45.1,52.4,,,,,,,482.58,0.10
1211291,0,2009-MAY-30,0,P,IN,AB,9,(06)RG/(06c)Spruce,-1,6251243,389559,12,12,142,539,V,T,U,0.00,TC,SP,U,UR,N,ABMI establishes 4 plots per installation - plot attributes are taken from installation centre (centre between all 4 plots) or averaged across all 4 plots / provided UTM coordinates are provided based on hazed locations (accuracy within +/- 5 km),,,366.06,13.77,9.86,1.48,,2.97,1.19,0.24,,184.58,6.96,9.37,0.99,,,0.00,,,,,9.21,2.12,305.72,76.23,305.72,76.23,0.00,,,,,,,,,,,,,,,
1211411,0,2004-AUG-10,0,N,NR,SK,6,,-1,6135040,479322,13,11,84,393,V,T,U,0.00,TC,DE,COMP,MS,U,,88,347,117.78,6.23,36.02,4.58,,1.68,0.74,0.28,,84.42,3.88,36.67,3.92,,,0.00,0.51,0.00,1.21,1.04,6.42,2.19,0.00,0.00,0.00,0.00,0.00,15.0,18.5,42.5,,27.4,,,14.1,,17.5,,,,410.58,0.09
1211411,0,2009-AUG-29,1,N,NR,SK,6,na,-1,6135266,479283,13,11,84,393,V,T,U,0.00,TC,DE,COMP,MS,N,-1,,,100.68,2.87,28.81,8.63,,1.28,0.60,0.22,,71.65,1.81,27.46,6.71,,,0.00,0.70,0.00,0.80,0.87,1.97,0.67,9.35,3.81,9.35,3.81,0.00,,,43.2,45.9,,,,,,,,,,422.95,0.08
1211476,0,2003-AUG-29,0,N,NR,MB,6,V18,-1,6055505,340886,14,0,999,280,V,T,U,0.00,TC,OP,SNGL,LS,U,Plotcenterfallswithinaleveldepressionbetweentwohighrockoutcropswithfewtrees,88,359,137.73,6.12,7.36,3.07,,1.67,3.94,1.43,,88.15,3.86,7.09,3.23,,,0.00,1.00,0.23,0.90,2.03,8.71,2.46,6.65,2.43,6.65,2.43,0.00,55.0,,71.2,,40.5,21.8,13.1,,,,,,,492.85,0.09
1211486,0,2003-AUG-28,0,N,NR,MB,9,V30,-1,6040497,378037,14,0,999,309,V,T,W,0.00,TC,SP,SNGL,TS,U,Fieldagesareestimatedduetoringsupression-uselabages.,148,665,37.17,6.46,12.04,3.55,,0.21,4.54,1.50,,26.91,3.83,12.28,2.66,,,0.00,1.30,0.35,4.13,0.50,6.36,2.38,7.39,2.71,7.39,2.71,0.00,,48.0,,,,,,68.7,,69.2,,12.7,,451.50,0.08
1211511,0,2004-JUN-13,0,N,NR,MB,9,V30,-1,6002991,470901,14,0,999,224,V,T,W,0.00,TC,DE,SNGL,LS,U,,148,663,2.28,0.00,36.36,0.22,,0.04,,,,1.95,0.00,48.18,0.25,,,0.00,,,2.33,,17.04,4.02,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,
1211511,0,2016-AUG-09,1,F,NA,MB,9,BLACK SPRUCE/LABRADOR TEA/FEATHER MOSS,30,6002992,470899,14,0,999,250,V,T,W,0.00,TC,DE,SNGL,LS,N,,,,6.46,0.00,31.49,0.92,,0.09,,,1.65,5.15,0.00,43.86,0.91,0.00,0.00,0.00,1.95,0.19,2.09,0.13,11.67,4.53,0.00,0.00,0.00,0.00,0.00,30.0,,67.6,71.7,120.0,118.1,,,,,,,,454.80,0.08
1211561,0,2004-JUN-12,0,N,NR,MB,6,V33,-1,5927942,656601,14,0,999,227,V,T,W,0.00,TC,OP,SNGL,MS,U,,89,367,0.64,0.00,3.64,0.00,,0.01,,,,0.49,0.00,8.51,0.00,,,0.00,1.73,,2.48,,2.41,0.61,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,
1211561,0,2017-JUL-11,1,F,NA,MB,6,BLACK SPRUCE/SPHAGNUM,33,5927942,656601,14,0,999,260,V,T,W,0.00,TC,OP,SNGL,MS,U,,,,0.53,0.00,4.90,0.00,,,,,0.00,0.36,0.00,10.75,0.01,0.39,0.00,0.00,2.17,0.18,1.48,0.29,2.90,0.99,0.00,0.00,0.00,0.00,0.00,,15.0,,,,,,14.8,14.8,,,,,489.10,0.03
1211646,0,2006-AUG-01,0,F,NA,ON,6,ES28D,1,5777702,562119,15,10,242,438,V,T,U,0.00,TM,DE,SNGL,LS,N,,,,325.94,50.57,7.53,0.00,,4.23,1.44,0.20,,194.07,28.32,7.52,0.00,0.00,0.00,0.00,2.08,0.70,1.40,1.29,9.26,2.72,57.46,13.34,57.46,13.34,0.00,55.0,,18.5,27.3,13.5,7.8,6.6,,,,,,,449.64,0.05
1211646,0,2011-SEP-08,1,F,NA,ON,6,B98TtDfkcTt,10,5777702,562119,15,10,242,438,V,T,U,0.00,TM,DE,SNGL,LS,N,,,,353.02,40.30,11.79,0.00,,3.97,1.98,0.30,0.00,208.16,21.32,10.68,0.00,0.00,0.00,0.00,0.09,0.62,1.92,0.51,13.15,4.72,89.39,17.60,89.39,17.60,0.00,33.0,,20.9,33.0,14.3,11.5,,,,,,,,372.05,0.09
1211701,0,2006-JUL-18,0,F,NA,ON,6,ES34,1,5673943,339125,16,0,999,-1,V,T,W,0.00,TC,SP,COMP,TS,N,,,,56.40,5.33,16.86,0.00,,0.62,1.36,0.18,,41.61,3.33,16.38,0.00,0.89,0.00,0.00,3.75,0.09,1.82,0.54,3.89,1.38,0.00,0.00,0.00,0.00,0.00,,14.2,,,,,,6.2,9.2,,,,,494.00,0.03
1211701,0,2007-AUG-02,1,F,NA,ON,6,ES35,1,5673943,339125,16,0,999,-1,V,T,W,0.00,TC,OP,COMP,TS,B,,,,57.59,3.84,15.40,0.00,,0.44,1.38,0.18,,42.46,2.41,14.76,0.00,1.00,0.00,0.00,1.03,0.09,1.58,0.00,3.15,1.12,3.87,1.43,3.87,1.43,0.00,,35.0,,,,,,36.9,37.5,57.8,58.0,,,476.04,0.09
1211701,0,2017-AUG-26,2,F,NA,ON,6,B126Tl,10,5673943,339125,16,0,999,-1,V,T,W,0.00,TC,OP,SNGL,LS,S,,,,65.68,5.10,26.72,0.16,,0.58,1.32,0.18,0.00,47.04,3.19,23.13,0.21,1.19,0.11,0.00,3.94,0.31,5.28,0.83,0.99,0.43,1.63,0.71,1.63,0.71,0.00,,49.0,,,,,,22.4,32.4,131.5,158.1,68.4,88.7,499.17,0.12
1211796,0,2005-AUG-03,0,F,NA,ON,6,ES10,2,5474048,661799,16,3,45,343,V,T,U,0.00,TB,OP,SNGL,ES,N,,,,0.00,35.33,1.96,0.10,,2.72,27.94,3.84,,0.00,15.83,2.43,0.11,0.61,0.00,0.00,1.61,0.74,0.11,0.20,11.73,3.71,181.83,52.55,181.83,52.55,0.00,55.0,,57.8,79.8,33.3,175.3,156.7,,,,,,,366.34,0.13
1211796,0,2009-JUN-23,1,F,NA,ON,6,B119,10,5474048,661799,16,3,45,343,V,T,U,0.00,TB,OP,SNGL,ES,N,,,,0.00,31.26,2.26,0.00,,2.08,30.38,3.81,0.00,0.00,11.97,2.22,0.00,1.49,0.00,0.00,0.71,0.41,0.36,0.53,4.69,1.48,197.19,58.20,197.19,58.20,0.00,15.0,,35.4,91.6,44.6,,,,,,,,,253.19,0.12
1211801,0,2005-AUG-05,0,F,NA,ON,6,ES7c,2,5463502,678742,16,1,999,-1,V,T,U,0.00,TM,DE,SNGL,ES,N,,,,0.00,35.76,62.57,0.10,,1.79,4.62,0.61,,0.00,18.95,55.36,0.07,0.45,0.00,0.00,2.89,0.16,0.07,1.19,10.06,3.44,41.75,8.67,41.75,8.67,0.00,35.0,,27.1,29.1,17.0,12.1,,,,,,,,298.91,0.16
1211801,0,2014-JUL-29,1,F,NA,ON,6,B40Tl,10,5463502,678742,16,1,999,-1,V,T,U,0.00,TB,DE,SNGL,MS,N,,,,7.54,3.75,54.29,1.95,,0.40,5.22,0.87,0.00,5.07,1.40,41.24,1.30,0.59,0.00,0.00,3.23,0.35,0.61,0.80,15.37,4.84,38.81,11.53,38.81,11.53,0.00,15.0,,26.6,30.2,14.6,,,,,,,,,296.77,0.14
1211836,0,2005-AUG-16,0,F,NA,ON,6,ES9p,2,5383583,354796,17,2,999,312,V,T,U,0.00,TC,OP,SNGL,LS,N,,,,76.25,1.04,25.48,0.04,,1.17,1.30,0.15,,54.72,0.65,28.45,0.04,0.84,0.00,0.00,1.17,0.11,1.68,0.65,0.49,0.18,0.00,0.00,0.00,0.00,0.00,55.0,,94.7,99.1,97.2,155.1,209.4,,,,,,,426.97,0.08
1211836,0,2010-AUG-03,1,F,NA,ON,6,B128Tt,10,5383583,354796,17,2,999,312,V,T,U,0.00,TC,OP,SNGL,LS,N,,,,95.45,1.91,25.93,0.91,,1.30,1.78,0.22,0.00,67.65,1.19,26.57,0.74,1.09,0.36,0.00,0.80,0.17,4.94,0.42,0.99,0.35,0.00,0.00,0.00,0.00,0.00,15.0,,86.3,88.6,32.1,,,,,,,,,346.48,0.10
1211886,0,2006-JUL-31,0,F,NA,ON,6,ES12,2,5264887,514630,17,0,999,-1,V,T,W,0.00,TC,SP,SNGL,MS,N,,,,2.37,0.00,2.71,0.00,,0.07,,,,2.01,0.00,3.69,0.00,0.32,0.00,0.00,1.42,0.37,0.52,0.06,0.25,0.08,21.90,6.61,21.90,6.61,0.00,,20.0,,,,,,,,27.4,37.5,,,468.20,0.05
1211886,0,2012-JUL-11,1,F,NA,ON,6,B129,10,5264887,514630,17,0,999,-1,V,T,W,0.00,TC,SP,SNGL,MS,B,,,,3.30,0.00,5.51,0.35,,0.10,1.30,0.41,0.00,2.63,0.00,5.92,0.22,0.58,0.00,0.00,3.39,0.69,1.80,0.31,2.47,0.78,26.77,8.44,26.77,8.44,0.00,,35.0,,,,,,29.9,37.9,67.3,78.0,,,457.58,0.08
1211906,0,2004-JUN-22,0,F,NA,ON,6,ES16.1,3,5217354,578380,17,5,240,-1,V,T,U,0.00,TM,SP,MULT,MS,N,,,,125.96,29.64,1.07,0.07,,1.38,,,,65.86,14.75,1.43,0.09,0.00,0.00,0.00,0.91,0.14,0.31,0.70,6.60,2.11,40.74,9.57,40.74,9.57,0.00,55.0,,7.6,18.3,19.8,29.4,26.0,,,,,,,430.22,0.05
1211906,0,2007-JUL-20,1,F,NA,ON,6,ES16.1,3,5217354,578380,17,5,240,-1,V,T,U,0.00,TC,OP,MULT,LS,N,50% of this plot is in the lake,,,116.92,40.45,1.27,0.05,,1.22,,,,60.72,19.50,1.67,0.04,0.00,0.00,0.00,,,,,8.99,3.31,0.00,0.00,0.00,0.00,0.00,15.0,,3.3,5.2,20.7,,,,,,,,,391.82,0.07
1211906,0,2018-AUG-09,2,F,NA,ON,6,G11Tt,10,5217354,578380,17,5,240,-1,V,T,U,0.00,TC,OP,MULT,LS,N,,,,137.39,28.98,1.22,0.49,,1.16,0.28,0.09,0.00,69.24,12.78,1.23,0.50,0.00,0.00,0.00,0.79,0.75,0.97,1.40,9.79,2.57,20.35,4.52,20.35,4.52,0.00,15.0,,5.9,7.0,15.5,,,,,,,,,518.42,0.08
1211926,0,2004-JUN-22,0,F,NA,ON,6,ES31,3,5169782,642018,17,0,999,300,V,T,W,0.00,TM,OP,MULT,MS,N,,,,62.60,7.80,7.90,0.00,,0.99,2.60,0.65,,44.44,5.22,7.59,0.00,1.69,0.00,0.00,0.92,0.14,0.55,0.51,8.58,3.30,23.74,7.16,23.74,7.16,0.00,,,70.8,88.2,,,,,,,,,,486.60,
1211926,0,2011-JUL-14,1,F,NA,ON,6,G223Tt,10,5169782,642018,17,0,999,300,V,T,W,0.00,TC,OP,SNGL,LS,S,,,,61.93,10.54,18.81,9.17,,0.85,,,0.04,43.51,6.36,16.00,6.96,3.48,0.00,0.00,1.90,0.06,3.92,1.09,3.70,0.92,20.05,4.93,20.05,4.93,0.00,,35.0,,,,,,27.0,32.6,97.3,112.0,,,503.46,0.08
1211936,0,2003-SEP-04,0,N,NR,QC,6,,-1,5153577,675141,17,12,130,350,V,T,U,0.00,TB,OP,COMP,OG,U,QC_MRNF-PSPConverted,-1,-1,195.29,0.00,,,,1.70,,,,146.52,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211936,1,2013-AUG-21,0,F,NA,QC,6,(FO) (BOJ- BOP- EPB) (ERE) (MJ21),5,5145976,673795,17,7,164,234,V,T,U,0.00,TM,DE,SNGL,OG,N,,,,151.95,15.58,3.00,0.07,,1.11,1.36,0.71,0.00,103.74,10.52,3.08,0.13,0.00,0.00,0.00,0.44,0.04,0.01,0.85,7.29,4.20,59.28,26.62,59.28,26.62,0.00,52.0,,24.2,26.2,26.1,22.7,19.6,,,,,,,297.58,0.19
1211951,0,2004-JUL-24,0,F,NA,ON,6,ES16.2,3,5110238,721404,17,29,150,-1,V,T,U,0.00,TC,OP,SNGL,LS,N,,,,256.48,4.64,31.31,0.72,,2.51,4.40,1.06,,131.01,2.59,23.48,0.52,0.00,0.00,0.00,0.08,0.05,0.19,1.75,13.02,4.05,23.78,4.08,23.78,4.08,0.00,55.0,,14.6,19.9,23.4,10.5,34.5,,,,,,,410.57,0.09
1211951,0,2015-AUG-12,1,F,NA,ON,6,,-1,5110238,721404,17,29,150,-1,V,T,U,0.00,TC,OP,MULT,LS,N,,,,287.45,7.85,20.26,10.42,,2.76,10.50,1.18,0.03,142.82,4.40,16.36,5.63,0.06,0.00,0.00,1.15,0.09,0.12,2.25,33.08,11.78,17.63,5.10,17.63,5.10,0.00,15.0,,20.9,30.0,24.4,,,,,,,,,419.70,0.11
1211961,0,2004-JUL-21,0,F,NA,ON,6,ES16.2,3,5084912,287540,18,7,100,-1,V,T,U,0.00,TC,DE,SNGL,TS,N,,,,398.05,1.94,5.39,0.00,,4.04,30.56,8.08,,217.53,1.00,3.96,0.00,0.07,0.00,0.00,0.62,0.12,0.37,0.64,13.70,3.67,27.06,5.09,27.06,5.09,0.00,35.0,,78.4,94.2,21.4,55.3,,,,,,,,400.28,0.12
1211961,0,2014-SEP-04,1,F,NA,ON,6,G100Tt,10,5084912,287540,18,7,100,-1,V,T,U,0.00,TC,DE,MULT,LS,N,,,,425.40,34.70,8.05,0.00,,3.51,14.16,1.65,0.00,226.57,18.87,5.68,0.00,0.36,0.00,0.00,0.69,0.07,0.94,0.91,13.70,2.73,39.24,12.93,39.24,12.93,0.00,15.0,,70.9,96.7,17.2,,,,,,,,,436.71,0.11
1211966,0,2004-JUL-23,0,F,NA,ON,6,ES30.2,3,5071782,302448,18,4,-1,-1,V,T,U,0.00,TC,DE,SNGL,TS,N,,,,293.43,10.35,1.83,1.63,,2.14,6.28,1.54,,174.79,6.01,2.03,1.17,0.00,0.02,0.00,1.11,0.01,0.04,0.79,12.90,5.14,25.78,6.15,25.78,6.15,0.00,55.0,,30.3,55.6,34.2,43.6,34.4,,,,,,,366.63,0.11
1211966,0,2010-AUG-16,1,F,NA,ON,6,ES30.1,3,5071782,302448,18,4,-1,-1,V,T,U,0.00,TC,DE,COMP,TS,N,,,,334.96,13.91,2.03,0.28,,3.17,,,0.01,192.28,9.22,1.85,0.29,0.00,0.00,0.00,0.12,0.01,0.00,0.83,10.87,3.72,28.86,8.36,28.86,8.36,0.00,15.0,,14.6,22.6,31.2,,,,,,,,,414.81,0.10
